timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1585560845487,19777,UCJ01_0_генерация_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-1,,true,,728,0,1,1,null,0,0,0
1585560845507,15,extractLocation,200,OK,UCJ01_Integration 1-1,text,true,,0,0,1,1,null,0,0,0
1585560845522,20,clearDirectory,200,OK,UCJ01_Integration 1-1,text,true,,0,0,1,1,null,0,0,0
1585560845550,19714,generatePackage,0,OK,UCJ01_Integration 1-1,text,true,,728,0,1,1,null,0,0,0
1585560865274,108,UCJ01_1_SOAP_получение_RSA_ключа,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-1,,true,,1658,487,1,1,null,0,2,0
1585560865275,108,soapGetRsaKeyRequest,200,,UCJ01_Integration 1-1,text,true,,1658,487,1,1,http://172.17.7.10:8081/soapGateway,108,0,30
1585560865384,85,UCJ01_2_SOAP_открытие_сессии_банком,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-1,,true,,872,486,1,1,null,0,2,0
1585560865385,85,soapStartSessionRequest,200,,UCJ01_Integration 1-1,text,true,,872,486,1,1,http://172.17.7.10:8081/soapGateway,85,0,0
1585560865482,2771,UCJ01_0_генерация_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,223,0,2,2,null,0,0,0
1585560865483,1,extractLocation,200,OK,UCJ01_Integration 1-2,text,true,,0,0,2,2,null,0,0,0
1585560865484,1,clearDirectory,200,OK,UCJ01_Integration 1-2,text,true,,0,0,2,2,null,0,0,0
1585560865485,2768,generatePackage,0,OK,UCJ01_Integration 1-2,text,true,,223,0,2,2,null,0,0,0
1585560868255,104,UCJ01_1_SOAP_получение_RSA_ключа,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,1658,488,2,2,null,0,4,0
1585560868259,104,soapGetRsaKeyRequest,200,,UCJ01_Integration 1-2,text,true,,1658,488,2,2,http://172.17.7.10:8081/soapGateway,104,0,39
1585560868364,75,UCJ01_2_SOAP_открытие_сессии_банком,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,872,487,2,2,null,0,1,0
1585560868365,75,soapStartSessionRequest,200,,UCJ01_Integration 1-2,text,true,,872,487,2,2,http://172.17.7.10:8081/soapGateway,74,0,0
1585560865471,3500,UCJ01_3_копирование_пакета_на_сервер,200,"Number of samples in transaction : 2, number of failing samples : 0",UCJ01_Integration 1-1,,true,,0,0,2,2,null,0,1,0
1585560865471,17,writeRsaKeyToFile,200,OK,UCJ01_Integration 1-1,text,true,,0,0,2,2,null,0,0,0
1585560865489,3483,copyPackageOnServer,200,OK,UCJ01_Integration 1-1,text,true,,0,0,2,2,null,0,0,0
1585560868440,1173,UCJ01_3_копирование_пакета_на_сервер,200,"Number of samples in transaction : 2, number of failing samples : 0",UCJ01_Integration 1-2,,true,,0,0,2,2,null,0,2,0
1585560868441,0,writeRsaKeyToFile,200,OK,UCJ01_Integration 1-2,text,true,,0,0,2,2,null,0,0,0
1585560868442,1173,copyPackageOnServer,200,OK,UCJ01_Integration 1-2,text,true,,0,0,2,2,null,0,0,0
1585560868973,639,UCJ01_4_SOAP_подтверждение_отправки_пакета,200,"Number of samples in transaction : 7, number of failing samples : 0",UCJ01_Integration 1-1,,true,,4880,5117,2,2,null,0,6,0
1585560868973,107,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-1,text,true,,819,851,2,2,http://172.17.7.10:8081/soapGateway,107,0,29
1585560869081,80,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-1,text,true,,819,851,2,2,http://172.17.7.10:8081/soapGateway,80,0,0
1585560869162,81,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-1,text,true,,819,851,2,2,http://172.17.7.10:8081/soapGateway,81,0,0
1585560869244,80,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-1,text,true,,819,851,2,2,http://172.17.7.10:8081/soapGateway,80,0,0
1585560869325,86,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-1,text,true,,819,851,2,2,http://172.17.7.10:8081/soapGateway,86,0,0
1585560869412,198,soapSendRequestConfirmationRequest,200,,UCJ01_Integration 1-1,text,true,,779,862,2,2,http://172.17.7.10:8081/soapGateway,198,0,0
1585560869611,7,clearVarsData,200,OK,UCJ01_Integration 1-1,text,true,,6,0,2,2,null,0,0,0
1585560869616,214,UCJ01_4_SOAP_подтверждение_отправки_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,1603,1714,2,2,null,0,2,0
1585560869616,66,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,819,851,2,2,http://172.17.7.10:8081/soapGateway,66,0,0
1585560869683,148,soapSendRequestConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,779,863,2,2,http://172.17.7.10:8081/soapGateway,148,0,0
1585560869832,0,clearVarsData,200,OK,UCJ01_Integration 1-2,text,true,,5,0,2,2,null,0,0,0
1585560869833,12717,UCJ01_5_Обработка_сессии,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,375,0,3,3,null,0,8402,0
1585560869833,0,clearDeltaOK,200,OK,UCJ01_Integration 1-2,text,true,,0,0,2,2,null,0,0,0
1585560879835,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,85,0,2,2,null,1029,0,999
1585560890865,12717,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,290,0,3,3,null,87,0,58
1585560868255,22698,UCJ01_Загрузка_пакетов_на_создание,200,"Number of samples in transaction : 19, number of failing samples : 0",UCJ01_Integration 1-2,,true,,4508,2689,3,3,null,0,0,0
1585560890954,112,UCJ01_2_SOAP_открытие_сессии_банком,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,872,487,3,3,null,0,1,0
1585560890955,112,soapStartSessionRequest,200,,UCJ01_Integration 1-2,text,true,,872,487,3,3,http://172.17.7.10:8081/soapGateway,112,0,29
1585560891068,1329,UCJ01_4_копирование_пакета_на_сервер,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,0,0,3,3,null,0,0,0
1585560891068,1329,copyPackageOnServer,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560892398,270,UCJ01_5_SOAP_подтверждение_отправки_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,1604,1717,3,3,null,0,3,0
1585560892398,92,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,819,854,3,3,http://172.17.7.10:8081/soapGateway,92,0,0
1585560892492,177,soapSendRequestConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,779,863,3,3,http://172.17.7.10:8081/soapGateway,177,0,0
1585560892670,1,clearVarsData,200,OK,UCJ01_Integration 1-2,text,true,,6,0,3,3,null,0,0,0
1585560892672,14177,UCJ01_7_Обработка_сессии_редактирования_контракта,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,373,0,3,3,null,0,6041,0
1585560892673,12,clearDeltaOK,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560902697,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,84,0,3,3,null,87,0,58
1585560912804,14165,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,289,0,3,3,null,85,0,57
1585560890954,21937,UCJ01_Загрузка_пакетов_на_редактирование,200,"Number of samples in transaction : 15, number of failing samples : 0",UCJ01_Integration 1-2,,true,,2849,2204,3,3,null,0,0,0
1585560912892,2924,UCJ01_0_генерация_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,223,0,3,3,null,0,0,0
1585560912892,0,extractLocation,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560912893,2,clearDirectory,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560912896,2920,generatePackage,0,OK,UCJ01_Integration 1-2,text,true,,223,0,3,3,null,0,0,0
1585560915816,90,UCJ01_1_SOAP_получение_RSA_ключа,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,1658,488,3,3,null,0,6,0
1585560915821,90,soapGetRsaKeyRequest,200,,UCJ01_Integration 1-2,text,true,,1658,488,3,3,http://172.17.7.10:8081/soapGateway,90,0,31
1585560915912,74,UCJ01_2_SOAP_открытие_сессии_банком,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,872,487,3,3,null,0,1,0
1585560915913,74,soapStartSessionRequest,200,,UCJ01_Integration 1-2,text,true,,872,487,3,3,http://172.17.7.10:8081/soapGateway,74,0,0
1585560915988,1184,UCJ01_3_копирование_пакета_на_сервер,200,"Number of samples in transaction : 2, number of failing samples : 0",UCJ01_Integration 1-2,,true,,0,0,3,3,null,0,1,0
1585560915988,1,writeRsaKeyToFile,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560915989,1183,copyPackageOnServer,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560917173,227,UCJ01_4_SOAP_подтверждение_отправки_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,1603,1714,3,3,null,0,3,0
1585560917174,69,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,819,851,3,3,http://172.17.7.10:8081/soapGateway,69,0,0
1585560917244,158,soapSendRequestConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,779,863,3,3,http://172.17.7.10:8081/soapGateway,158,0,0
1585560917403,0,clearVarsData,200,OK,UCJ01_Integration 1-2,text,true,,5,0,3,3,null,0,0,0
1585560917403,17319,UCJ01_5_Обработка_сессии,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,381,0,3,3,null,0,2856,0
1585560917404,0,clearDeltaOK,200,OK,UCJ01_Integration 1-2,text,true,,6,0,3,3,null,0,0,0
1585560927405,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,85,0,3,3,null,85,0,56
1585560937490,17319,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,290,0,3,3,null,88,0,59
1585560915816,21762,UCJ01_Загрузка_пакетов_на_создание,200,"Number of samples in transaction : 19, number of failing samples : 0",UCJ01_Integration 1-2,,true,,4514,2689,3,3,null,0,0,0
1585560937579,141,UCJ01_2_SOAP_открытие_сессии_банком,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,872,487,3,3,null,0,2,0
1585560937580,141,soapStartSessionRequest,200,,UCJ01_Integration 1-2,text,true,,872,487,3,3,http://172.17.7.10:8081/soapGateway,141,0,29
1585560937722,1275,UCJ01_4_копирование_пакета_на_сервер,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,0,0,3,3,null,0,1,0
1585560937722,1275,copyPackageOnServer,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560938998,261,UCJ01_5_SOAP_подтверждение_отправки_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,1604,1717,3,3,null,0,3,0
1585560938999,70,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,819,854,3,3,http://172.17.7.10:8081/soapGateway,70,0,0
1585560939070,191,soapSendRequestConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,779,863,3,3,http://172.17.7.10:8081/soapGateway,191,0,0
1585560939262,0,clearVarsData,200,OK,UCJ01_Integration 1-2,text,true,,6,0,3,3,null,0,0,0
1585560939263,20662,UCJ01_7_Обработка_сессии_редактирования_контракта,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,381,0,3,3,null,0,-485,0
1585560939263,0,clearDeltaOK,200,OK,UCJ01_Integration 1-2,text,true,,6,0,3,3,null,0,0,0
1585560949264,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,85,0,3,3,null,85,0,57
1585560959349,20662,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,290,0,3,3,null,89,0,60
1585560937579,21861,UCJ01_Загрузка_пакетов_на_редактирование,200,"Number of samples in transaction : 15, number of failing samples : 0",UCJ01_Integration 1-2,,true,,2857,2204,3,3,null,0,0,0
1585560959441,3348,UCJ01_0_генерация_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,223,0,3,3,null,0,0,0
1585560959441,1,extractLocation,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560959442,2,clearDirectory,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560959445,3344,generatePackage,0,OK,UCJ01_Integration 1-2,text,true,,223,0,3,3,null,0,0,0
1585560962790,90,UCJ01_1_SOAP_получение_RSA_ключа,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,1658,488,3,3,null,0,2,0
1585560962792,90,soapGetRsaKeyRequest,200,,UCJ01_Integration 1-2,text,true,,1658,488,3,3,http://172.17.7.10:8081/soapGateway,90,0,28
1585560962882,78,UCJ01_2_SOAP_открытие_сессии_банком,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,872,487,3,3,null,0,1,0
1585560962883,78,soapStartSessionRequest,200,,UCJ01_Integration 1-2,text,true,,872,487,3,3,http://172.17.7.10:8081/soapGateway,78,0,0
1585560962961,1180,UCJ01_3_копирование_пакета_на_сервер,200,"Number of samples in transaction : 2, number of failing samples : 0",UCJ01_Integration 1-2,,true,,0,0,3,3,null,0,0,0
1585560962961,2,writeRsaKeyToFile,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560962963,1178,copyPackageOnServer,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560964142,218,UCJ01_4_SOAP_подтверждение_отправки_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,1603,1714,3,3,null,0,0,0
1585560964142,65,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,819,851,3,3,http://172.17.7.10:8081/soapGateway,65,0,0
1585560964207,153,soapSendRequestConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,779,863,3,3,http://172.17.7.10:8081/soapGateway,152,0,0
1585560964360,0,clearVarsData,200,OK,UCJ01_Integration 1-2,text,true,,5,0,3,3,null,0,0,0
1585560885489,81594,UCJ01_0_генерация_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-3,,true,,161,0,3,3,null,0,0,0
1585560885490,1,extractLocation,200,OK,UCJ01_Integration 1-3,text,true,,0,0,3,3,null,0,0,0
1585560885492,1,clearDirectory,200,OK,UCJ01_Integration 1-3,text,true,,0,0,3,3,null,0,0,0
1585560885494,81589,generatePackage,0,OK,UCJ01_Integration 1-3,text,true,,161,0,3,3,null,0,0,0
1585560967083,96,UCJ01_1_SOAP_получение_RSA_ключа,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-3,,true,,1658,493,3,3,null,0,1,0
1585560967084,96,soapGetRsaKeyRequest,200,,UCJ01_Integration 1-3,text,true,,1658,493,3,3,http://172.17.7.10:8081/soapGateway,96,0,32
1585560967180,71,UCJ01_2_SOAP_открытие_сессии_банком,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-3,,true,,872,492,3,3,null,0,1,0
1585560967181,71,soapStartSessionRequest,200,,UCJ01_Integration 1-3,text,true,,872,492,3,3,http://172.17.7.10:8081/soapGateway,71,0,0
1585560967253,3110,UCJ01_3_копирование_пакета_на_сервер,200,"Number of samples in transaction : 2, number of failing samples : 0",UCJ01_Integration 1-3,,true,,0,0,3,3,null,0,8,0
1585560967253,1,writeRsaKeyToFile,200,OK,UCJ01_Integration 1-3,text,true,,0,0,3,3,null,0,0,0
1585560967261,3109,copyPackageOnServer,200,OK,UCJ01_Integration 1-3,text,true,,0,0,3,3,null,0,0,0
1585560970371,310,UCJ01_4_SOAP_подтверждение_отправки_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-3,,true,,1605,1726,3,3,null,0,3,0
1585560970372,158,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-3,text,true,,819,858,3,3,http://172.17.7.10:8081/soapGateway,158,0,33
1585560970531,152,soapSendRequestConfirmationRequest,200,,UCJ01_Integration 1-3,text,true,,779,868,3,3,http://172.17.7.10:8081/soapGateway,152,0,0
1585560970684,0,clearVarsData,200,OK,UCJ01_Integration 1-3,text,true,,7,0,3,3,null,0,0,0
1585560964361,22475,UCJ01_5_Обработка_сессии,200,"Number of samples in transaction : 4, number of failing samples : 0",UCJ01_Integration 1-2,,true,,466,0,3,3,null,0,7789,0
1585560964361,0,clearDeltaOK,200,OK,UCJ01_Integration 1-2,text,true,,6,0,3,3,null,0,0,0
1585560974361,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,85,0,3,3,null,86,0,56
1585560984449,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,85,0,3,3,null,88,0,59
1585560994537,22475,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-2,text,true,,290,0,3,3,null,86,0,58
1585560962790,31835,UCJ01_Загрузка_пакетов_на_создание,200,"Number of samples in transaction : 20, number of failing samples : 0",UCJ01_Integration 1-2,,true,,4599,2689,3,3,null,0,0,0
1585560994624,111,UCJ01_2_SOAP_открытие_сессии_банком,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,872,487,3,3,null,0,1,0
1585560994625,111,soapStartSessionRequest,200,,UCJ01_Integration 1-2,text,true,,872,487,3,3,http://172.17.7.10:8081/soapGateway,111,0,29
1585560994737,1349,UCJ01_4_копирование_пакета_на_сервер,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-2,,true,,0,0,3,3,null,0,0,0
1585560994737,1349,copyPackageOnServer,200,OK,UCJ01_Integration 1-2,text,true,,0,0,3,3,null,0,0,0
1585560996087,240,UCJ01_5_SOAP_подтверждение_отправки_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-2,,true,,1604,1717,3,3,null,0,2,0
1585560996087,80,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,819,854,3,3,http://172.17.7.10:8081/soapGateway,80,0,0
1585560996168,160,soapSendRequestConfirmationRequest,200,,UCJ01_Integration 1-2,text,true,,779,863,3,3,http://172.17.7.10:8081/soapGateway,160,0,0
1585560996329,0,clearVarsData,200,OK,UCJ01_Integration 1-2,text,true,,6,0,3,3,null,0,0,0
1585560970684,565371,UCJ01_5_Обработка_сессии,200,"Number of samples in transaction : 57, number of failing samples : 0",UCJ01_Integration 1-3,,true,,4910,0,3,3,null,0,2386,0
1585560970684,0,clearDeltaOK,200,OK,UCJ01_Integration 1-3,text,true,,0,0,3,3,null,0,0,0
1585560980685,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,910,0,879
1585560991597,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,92,0,63
1585561001689,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,94,0,61
1585561011783,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,88,0,59
1585561021871,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,106,0,78
1585561031979,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,88,0,58
1585561042068,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,394,0,363
1585561052462,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,86,0,58
1585561062550,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,88,0,58
1585561072640,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,93,0,62
1585561082734,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,87,0,58
1585561092822,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,112,0,84
1585561102933,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,356,0,326
1585561113290,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,90,0,58
1585561123382,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,90,0,61
1585561133473,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,86,0,57
1585561143559,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,90,0,61
1585561153650,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,86,0,55
1585561163738,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,367,0,335
1585561174106,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,89,0,58
1585561184194,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,86,0,58
1585561194281,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,96,0,64
1585561204379,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,86,0,58
1585561214465,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,89,0,60
1585561224556,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,378,0,348
1585561234935,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,88,0,59
1585561245023,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,86,0,57
1585561255109,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,87,0,57
1585561265197,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,85,0,57
1585561275282,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,84,0,56
1585561285366,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,374,0,344
1585561295741,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,89,0,58
1585561305832,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,90,0,58
1585561315923,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,230,0,162
1585561326153,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,88,0,57
1585561336242,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,87,0,58
1585561346330,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,357,0,326
1585561356687,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,89,0,58
1585561366776,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,88,0,58
1585561376866,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,86,0,58
1585561386954,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,90,0,56
1585561397046,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,96,0,58
1585561407142,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,100,0,69
1585561417241,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,90,0,57
1585561427332,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,86,0,57
1585561437420,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,86,0,58
1585561447507,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,85,0,56
1585561457592,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,130,0,98
1585561467722,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,88,0,60
1585561477811,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,92,0,61
1585561487903,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,90,0,61
1585561497992,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,85,0,57
1585561508077,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,85,0,57
1585561518163,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,86,0,58
1585561528250,0,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,84,0,3,3,null,101,0,73
1585561538350,565371,getTimeOfProcessingOK,200,OK,UCJ01_Integration 1-3,text,true,,290,0,3,3,null,90,0,59
1585560967083,571360,UCJ01_Загрузка_пакетов_на_создание,200,"Number of samples in transaction : 73, number of failing samples : 0",UCJ01_Integration 1-3,,true,,9045,2711,3,3,null,0,0,0
1585561538443,107,UCJ01_2_SOAP_открытие_сессии_банком,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-3,,true,,872,492,3,3,null,0,1,0
1585561538444,107,soapStartSessionRequest,200,,UCJ01_Integration 1-3,text,true,,872,492,3,3,http://172.17.7.10:8081/soapGateway,107,0,29
1585561538551,1302,UCJ01_4_копирование_пакета_на_сервер,200,"Number of samples in transaction : 1, number of failing samples : 0",UCJ01_Integration 1-3,,true,,0,0,3,3,null,0,1,0
1585561538552,1302,copyPackageOnServer,200,OK,UCJ01_Integration 1-3,text,true,,0,0,3,3,null,0,0,0
1585561539856,218,UCJ01_5_SOAP_подтверждение_отправки_пакета,200,"Number of samples in transaction : 3, number of failing samples : 0",UCJ01_Integration 1-3,,true,,1604,1727,3,3,null,0,1,0
1585561539856,82,soapSendFileConfirmationRequest,200,,UCJ01_Integration 1-3,text,true,,819,859,3,3,http://172.17.7.10:8081/soapGateway,82,0,0
1585561539939,135,soapSendRequestConfirmationRequest,200,,UCJ01_Integration 1-3,text,true,,779,868,3,3,http://172.17.7.10:8081/soapGateway,135,0,0
1585561540074,1,clearVarsData,200,OK,UCJ01_Integration 1-3,text,true,,6,0,3,3,null,0,0,0
